User_ID,Age_in_Months,Gender,Location,Grade,Logins_per_Month,Days_Completed_Activity,Exercises_Started,Total_Time_Spent_in_Minutes,Course_Name,Course_Category,Completion_Rate,Average_Score,Course_Rating,Recommendation_Likelihood,Exercises_Completed,Points_Earned,Subscription_Tier,Subscription_Cost,Subscription_Length_in_Months,Renewal_Status,Tutoring,Referrals,Academic_Grade
f9707a21-00cf-4476-a307-0c48207f71d8,165,Female,"Carmenstad, MD",8th Grade,7,7,14.25936877,231.8717503,Pre-Calculus,Math,73.03994678,69.37381848,4,4,12,1607.357781,Premium,9.99,12,Yes,No,0,F
19c96edf-9dd5-4992-bb44-68b438686069,163,Other,"Jessicaton, MO",8th Grade,5,4,14.30821311,248.8422216,Intro to Python,Programming,76.48959947,72.18634344,4,3,8,2078.721108,Basic,5.99,1,No,No,0,D
2c454e19-1640-4bcd-a189-04e01946c68c,173,Other,"Port Steve, MS",8th Grade,13,13,24.54363144,478.8410993,Data Structures,Programming,69.5399743,72.80417342,5,5,19,2953.234569,Free,0,1,Yes,No,0,F
f5e3bba8-bcff-47c8-b944-0521083e7ee8,210,Male,"Alexanderside, MN",11th Grade,11,10,13,235.6455391,Algebra 1,Math,58.80526223,65.69655565,3,3,13,2333.827913,Free,0,16,Yes,No,0,F
e7d620f5-e905-4fc4-adba-a913b67d5c4c,203,Other,"Doylestad, RI",12th Grade,11,13,21.05323472,358.5042704,Physics,Science,67.2721002,76.06123092,4,3,14,2849.467014,Free,0,1,Yes,No,1,D
80dd33d8-1c58-4846-91ff-745911cd7bf5,208,Male,"North Alexisberg, OR",12th Grade,10,10,19.43148447,329.9203779,Data Structures,Programming,61.66747018,70.34246764,4,4,16,2816.129516,Basic,5.99,9,Yes,No,0,F
9ac88fe3-0e04-43e9-97cf-c438efa79acb,145,Other,"Lake Melissa, HI",7th Grade,12,13,18.12305169,321.371273,Chemistry,Science,81.91986136,85.74176852,5,5,18,2757.23525,Basic,5.99,8,No,Yes,0,C
3700d8a2-88c5-43ae-ab74-7dd310e60768,182,Female,"Lake Robert, MI",10th Grade,6,5,15.4432457,220.5064239,Java Programming,Programming,70.03810953,77.62985782,4,3,7,2479.874279,Free,0,14,Yes,No,0,D
5fa2105f-d979-4478-9135-c7711032411e,131,Other,"Valerieborough, FL",6th Grade,11,10,22.44411971,510.9663318,Intro to Python,Programming,85.81691931,92.17423309,3,3,15,3000.300232,Free,0,4,Yes,Yes,0,C
e7313a21-e09c-4c41-9665-4f8032989eaf,172,Female,"South Nicoleville, WV",9th Grade,11,12,20,484.7811234,Biology,Science,77.7229226,78.58090873,4,4,17,3386.751706,Premium,9.99,24,Yes,No,0,D
65b679c9-a67e-4de8-88a7-bc5215a4e8c1,156,Male,"North Heather, DC",6th Grade,8,8,17.92319412,297.6552949,Algebra 1,Math,77.6077136,75.48731501,4,4,12,2154.285129,Free,0,7,Yes,No,0,D
e3602b82-7639-4c3a-91db-e9f100c7eabf,163,Male,"East Tracytown, MT",7th Grade,6,7,13.00457172,185.8702132,Environmental Science,Science,70.16110644,75.04109103,4,4,7,1898.184798,Free,0,7,Yes,No,0,F
0281f014-09a5-44dc-a6de-d1e6fbf50639,155,Other,"Melodyview, CA",7th Grade,8,7,11,260.2789944,Algebra 2,Math,68.22398589,73.24677556,4,4,14,2237.375928,Premium,9.99,15,No,No,1,F
378e884f-2394-452a-bc2d-bb4391f30e5b,174,Other,"East Michelle, MT",10th Grade,6,5,14.16267822,191.573631,Web Development,Programming,69.1812738,72.85159599,4,3,10,2089.895893,Premium,9.99,21,Yes,No,0,F
91f19f6f-7e51-47b9-bb47-91d716abc9a5,182,Female,"Danielton, UT",10th Grade,5,4,11.46331823,242.6337461,Intro to Python,Programming,71.31634693,72.70066922,4,3,8,2292.542386,Basic,5.99,8,No,No,1,F
43cd2ef4-e54d-4b47-8386-63adf06cdef8,185,Other,"Sandovalfurt, WA",10th Grade,14,13,22.92392005,491.0720902,Data Structures,Programming,73.22206593,74.09554963,4,4,23,3096.933157,Premium,9.99,21,No,No,0,D
dd66f1f2-a750-47ff-b154-0aef7cd07836,161,Other,"Port Dennisland, UT",8th Grade,6,8,14.81606824,299.213087,Calculus,Math,77.03634131,78.9604902,4,3,8,2345.400697,Free,0,2,Yes,No,0,D
d9fbd1de-324c-4db8-a87f-665a3bfb17af,228,Other,"North Jeffreyhaven, OR",12th Grade,5,6,12.26938884,197.053121,Data Structures,Programming,59.02094883,67.47594287,4,4,6,2254.727271,Basic,5.99,10,Yes,No,1,F
e0434ebe-f6b9-47cd-b372-6e28762bb2f8,201,Male,"South Bradleyhaven, UT",11th Grade,6,5,10,253.73044,Physics,Science,61.00438002,65.19912801,4,4,7,2201.91808,Basic,5.99,12,Yes,No,0,F
5d55c403-543f-49e1-a9c7-37c48d9d5b86,190,Female,"West Allisontown, RI",9th Grade,11,9,13.00692009,330.9241595,Geometry,Math,69.46857934,75.83456819,4,4,13,2517.349154,Free,0,9,Yes,No,0,F
727a34e0-643b-4e40-8aba-a360a0295ce0,159,Female,"North Laurachester, WI",8th Grade,6,5,9,233.1656106,Web Development,Programming,85.88527385,85.40882646,4,4,9,2013.429133,Free,0,4,Yes,Yes,0,D
fcfb6b60-6f08-4f63-9e3d-5c208be6e4cd,182,Male,"Colleenchester, OR",9th Grade,5,4,7,170.1168456,Calculus,Math,70.31083391,70.94355364,4,4,5,1567.637649,Basic,5.99,18,Yes,No,0,F
0e81e7fd-3cd4-470b-b7a7-70037a524545,162,Male,"Burnsburgh, ME",9th Grade,6,5,14.93660783,328.4118546,Trigonometry,Math,75.28235477,72.24166972,4,4,10,2440.041703,Free,0,4,No,No,0,D
80a3ec82-4556-498f-bf43-af57af684461,160,Other,"Davidside, NJ",7th Grade,15,14,19.39714579,425.2487349,Biology,Science,71.78545477,81.14444016,4,4,21,2462.867276,Premium,9.99,17,Yes,No,0,C
9b1d8367-7321-4c66-948e-4631ee12498e,156,Female,"North Mackenzie, MH",6th Grade,8,7,13,306.7090838,Web Development,Programming,75.99882182,71.0380414,5,4,13,2272.543884,Basic,5.99,1,Yes,No,1,F
55815a7d-911d-4ed8-9575-fd474fe57577,200,Female,"Bowenfort, AL",12th Grade,10,7,27.25586948,497.1836898,Data Structures,Programming,66.2952606,76.53019249,4,4,13,2732.438663,Basic,5.99,6,Yes,No,0,F
49bf468b-6e5d-4222-be0e-8ad06b030c17,194,Male,"North Scottborough, WA",11th Grade,16,14,22.30166119,370.9217628,Java Programming,Programming,72.04750127,89.8090828,4,3,21,3329.928944,Premium,9.99,1,Yes,Yes,0,C
31c4f1e2-4b52-4b39-b57a-be5f8a6f81d2,167,Other,"Lake Meghan, OH",8th Grade,12,10,15.9256694,340.4121163,Algebra 2,Math,75.37178805,75.14612295,5,4,17,2420.280271,Premium,9.99,9,Yes,No,1,D
77a2b5c6-3299-4f3f-b703-5953cba25ba1,178,Other,"Isaacberg, MS",8th Grade,11,9,20.25554167,342.1881467,Geometry,Math,75.18099191,79.33919342,4,4,17,2104.905444,Premium,9.99,9,Yes,No,0,D
763de729-d7f2-4ad8-9f39-f5dda9726597,177,Other,"South Adam, ME",10th Grade,6,6,11.47300637,300.6827798,Physics,Science,67.48775976,78.67721449,4,3,8,2032.841382,Basic,5.99,2,Yes,No,0,F
56e5aa6c-3201-41e1-8ff0-7cea63f6311e,200,Male,"South Cynthiashire, AR",11th Grade,5,5,13.73119227,243.1753241,Java Programming,Programming,64.48132259,72.14319539,4,4,8,1916.230799,Basic,5.99,5,No,No,0,F
848feeae-c297-4cfe-9393-b4a128c05b5c,194,Male,"Jacobhaven, HI",11th Grade,12,12,20.50451933,437.375402,Java Programming,Programming,64.84038286,74.65215389,4,3,18,3100.08167,Basic,5.99,1,Yes,No,0,F
aea502c7-d737-4ed1-ba51-ed1c793a9218,217,Male,"Websterfort, NJ",12th Grade,12,9,19.87405441,456.2484366,Trigonometry,Math,59.76680027,72.17608077,4,3,19,2946.167422,Free,0,1,No,No,0,D
d10a8e10-ffa4-41bf-8b5f-e990f3069cf4,186,Other,"North Jennifer, ME",10th Grade,13,13,23.0900331,423.5607943,Java Programming,Programming,72.31364278,74.48866755,4,4,22,2438.665381,Premium,9.99,11,Yes,No,2,F
541b5a53-1d12-42f6-8186-3fcd0dc38447,145,Male,"Lisaside, WY",7th Grade,12,11,20.96862638,560.0391204,Trigonometry,Math,75.88613563,75.55971329,4,3,20,2947.691891,Free,0,7,Yes,No,0,D
924ba2cf-ab60-4524-815a-eb718bf419de,151,Other,"North Alyssa, VI",7th Grade,6,5,13.46183495,159.5589479,Calculus,Math,70.10690765,69.24704557,4,3,10,2140.366349,Premium,9.99,5,Yes,No,0,F
27123ff5-2d99-4db5-969b-90a5b1973140,145,Other,"Ashleechester, HI",7th Grade,6,4,15.31612952,272.9404396,Biology,Science,76.19701759,70.3668384,4,3,8,2014.900884,Free,0,8,Yes,No,0,F
21b193f9-b4c7-4516-bab6-0c2c9c39b894,153,Male,"Amyfort, PR",6th Grade,8,9,18.76000062,367.9986084,Biology,Science,83.6137842,88.89503131,4,4,11,2786.196922,Basic,5.99,6,Yes,Yes,2,C
cc9cf702-110b-4c5f-a176-c406bf459a6f,208,Other,"Lake Brent, NY",12th Grade,5,5,7,182.9485092,Algebra 2,Math,61.44492783,66.54773691,3,3,7,1446.993577,Free,0,1,Yes,No,0,F
c6114b05-cdac-4b15-9294-f7dbda90e5e2,189,Female,"West Aprilfort, MD",10th Grade,6,7,16.69355917,346.5235427,Chemistry,Science,73.99978521,80.20023619,4,4,10,2413.037981,Basic,5.99,1,Yes,No,1,D
70500286-c576-497c-97e2-405a0a74d63c,180,Male,"Amberbury, VI",10th Grade,8,7,13,272.770811,Algebra 2,Math,76.98408776,77.86672991,5,5,10,2746.914155,Free,0,11,Yes,No,1,D
46db3657-ae1e-42dc-a8d6-d07c0ade6022,153,Male,"Chavezstad, DC",6th Grade,10,11,13.03823549,371.4740837,Environmental Science,Science,69.41501351,70.57231083,4,4,12,2289.556253,Basic,5.99,7,Yes,No,1,F
31f46461-b619-4d42-b9d3-e6dac4f0cd93,186,Female,"West Charles, WY",10th Grade,10,10,13.61039653,321.5822685,Physics,Science,71.49494218,76.75043641,4,3,12,2281.273147,Premium,9.99,1,Yes,No,0,F
083a9ffa-599c-4296-ad92-d487e6fc7c04,165,Male,"West Sabrinaville, VA",7th Grade,12,12,21,423.3821846,Physics,Science,75.45003546,74.64988768,5,4,17,2852.995073,Free,0,1,Yes,No,0,D
8379cdc7-6c16-414e-9dba-dd591ab2c651,126,Other,"Port Joshuahaven, WA",6th Grade,6,7,16.82509701,315.9173904,Chemistry,Science,72.79991953,78.33705037,4,3,10,2578.364673,Free,0,3,Yes,No,1,F
3677356b-354a-4863-bdce-8fcd1ec9689b,196,Female,"Herreraside, PA",10th Grade,9,8,20.48038957,328.7815153,Pre-Calculus,Math,69.60204045,79.60369284,4,4,15,1990.548637,Basic,5.99,5,Yes,No,1,F
34cc1b9a-b3a2-4ee6-8113-fce8d8d8e0da,130,Male,"Russellbury, ID",6th Grade,15,15,23.29915914,521.6809302,Web Development,Programming,69.88658941,76.38820663,4,3,19,2163.650444,Basic,5.99,6,Yes,No,1,D
4337a151-7ee7-4610-9b8a-24abe4743020,178,Male,"Craigborough, TN",8th Grade,11,9,18.13009808,432.2181282,Web Development,Programming,70.28444434,77.44127085,4,3,13,2314.134502,Free,0,1,No,No,0,D
dcf1d827-0f45-4ab2-9f78-de766c3d936c,188,Male,"New Rachelborough, AR",11th Grade,16,15,23.68607697,430.0361624,Pre-Calculus,Math,65.33103572,70.84720987,4,3,22,2905.711004,Basic,5.99,4,Yes,No,0,D
ba89a512-8f6a-40b0-8c89-97cdd83ad3d4,142,Female,"East Joe, HI",7th Grade,8,8,15.41717419,329.7767173,Pre-Calculus,Math,71.54163696,71.29627627,4,3,14,1840.299102,Free,0,7,Yes,No,0,D
b76aa33a-9361-49c4-a4ae-238888384f59,174,Female,"Solisfort, MT",9th Grade,6,3,5,151.3261483,Environmental Science,Science,71.3433859,70.11512332,4,4,6,1228.411675,Premium,9.99,9,Yes,No,2,F
8d683261-35a6-448c-802e-06caf2ef627e,213,Other,"North Daniel, GU",12th Grade,13,12,20.52716468,440.4916502,Algebra 1,Math,68.39856234,83.30301064,4,3,18,3128.256855,Free,0,15,No,Yes,0,D
6fbde49c-10e0-4f29-918c-2d8a256ca555,195,Male,"Gonzalesland, AK",10th Grade,6,5,12.70119596,182.0576953,Algebra 2,Math,67.05732215,72.78308212,4,4,8,1590.314385,Basic,5.99,9,Yes,No,0,F
12cc6197-cfaf-4d6a-a51c-fd14d21ecaf2,191,Male,"West Audrey, LA",11th Grade,9,8,22.33177974,325.9272917,Algebra 2,Math,68.49043616,70.01544023,4,4,16,2904.691047,Free,0,1,Yes,No,2,D
c5c4b29a-14c7-4033-9116-de077322b350,167,Other,"West Jacobland, MA",9th Grade,3,2,6.224761448,116.2295687,Data Structures,Programming,66.34873714,66.80787666,3,2,4,1001.746955,Basic,5.99,10,Yes,No,1,F
8a317daf-7d42-4a7e-a1fd-8429cb342c9e,181,Other,"North John, KY",10th Grade,7,6,17.45797225,381.0935559,Java Programming,Programming,76.39073054,77.79764502,4,3,9,2225.236155,Basic,5.99,4,Yes,No,1,D
a7b32016-3e4f-4219-8475-69bbc79f3fc7,154,Male,"West Bonnie, MO",8th Grade,10,9,16.78511115,301.6671313,Biology,Science,73.70414441,77.86594209,4,4,16,2862.750514,Basic,5.99,1,No,No,0,D
bd60ce2f-8285-4c0e-8146-7f1030598359,203,Male,"Lake Danielland, WI",10th Grade,7,5,13.57371653,242.9042984,Algebra 1,Math,71.3316911,71.01409655,4,3,9,1916.978606,Premium,9.99,7,No,No,0,F
4fb64964-e0cf-491a-863f-f3fb063cbc28,220,Male,"Port Edwardmouth, CT",12th Grade,9,9,20.72827962,373.0053428,Physics,Science,61.77686748,71.2456185,5,4,15,2666.195719,Basic,5.99,8,Yes,No,0,F
d934769a-1945-4742-b246-f662c52bbf1c,203,Female,"Bettyside, WI",11th Grade,13,13,23,465.8182424,Geometry,Math,73.5440822,76.32619392,4,4,23,3653.526461,Free,0,1,Yes,No,0,D
35fc61a0-7311-4391-a95d-3d05abd7b7fa,154,Female,"Alexandrabury, CA",7th Grade,11,11,25.59528171,459.4463336,Algebra 2,Math,74.29620534,80.87401471,4,3,20,3057.574193,Free,0,4,Yes,No,1,D
6289a8c4-2875-4060-ba51-0b04be1a83e4,191,Other,"New Jamesmouth, KS",11th Grade,7,7,14.29080637,403.1316756,Java Programming,Programming,55.98375582,74.36478507,4,4,14,2629.116241,Basic,5.99,6,Yes,No,1,F
fb1c055d-cf61-497f-9651-1d69250819b3,141,Male,"East Dennisstad, MD",7th Grade,10,10,12,296.9837811,Environmental Science,Science,76.30277525,92.00396199,4,3,13,2118.180027,Premium,9.99,1,Yes,Yes,0,D
a167e61d-ba06-4bb2-b54d-bc9fcb00a376,162,Other,"West Wendy, TN",8th Grade,6,4,10.29828432,174.4585862,Web Development,Programming,79.23680162,90.00661039,4,3,8,2231.849432,Free,0,4,Yes,Yes,1,D
7c66f2c9-f501-4762-8e02-b32c0174b6ae,178,Female,"Joshuaton, GA",10th Grade,6,6,18.46474604,225.870351,Algebra 1,Math,71.1164984,73.32771355,4,3,11,1841.656437,Basic,5.99,1,Yes,No,0,F
99ab2a2c-500d-44d0-98a8-5fe9f540752e,157,Female,"North Nicolasborough, TN",8th Grade,7,7,12,342.3831843,Intro to Python,Programming,77.08621596,77.85821159,4,3,8,1805.994312,Free,0,16,No,No,2,F
f74733a8-3050-4c4d-ad94-16e2db93605a,141,Male,"East Robertborough, NE",7th Grade,11,12,15.31038127,231.947381,Algebra 1,Math,74.39185861,78.68175954,4,4,13,2890.250099,Basic,5.99,2,Yes,No,0,F
09db714a-643d-4421-b471-ccf52bcb7c84,145,Female,"North Matthewton, PW",6th Grade,4,5,11.00056579,204.1982495,Algebra 2,Math,72.61636074,69.12865344,4,3,5,1415.026489,Basic,5.99,4,Yes,No,2,F
7394493c-11a8-4adc-9ad8-5c531aa21a9f,204,Male,"Lake Brooke, UT",10th Grade,7,5,9.695010299,250.9486657,Web Development,Programming,70.57273131,73.10192778,3,3,9,1488.529661,Free,0,2,Yes,No,0,F
ad0c4242-7c8d-425b-921b-f97db2d95043,145,Other,"West Michaelport, MT",6th Grade,12,12,15,269.6468558,Web Development,Programming,70.86680207,76.7043944,4,3,15,2369.744176,Basic,5.99,10,No,No,0,D
7fe6eaf4-6ccf-4e15-958f-b372d72c26f0,200,Male,"Michaelstad, NJ",10th Grade,1,1,4.431236758,100,Algebra 2,Math,74.73028536,72.70081719,3,3,1,1342.461735,Free,0,13,Yes,No,0,F
249db664-8fa4-47c4-b7b4-29191edd9161,145,Other,"Heatherborough, MP",7th Grade,11,9,12,288.2721654,Algebra 1,Math,85.73377665,85.67457147,3,2,12,2453.997955,Basic,5.99,1,Yes,Yes,0,D
6074a4ac-e8b4-4949-b562-d74bac79bf79,206,Male,"East Katherinehaven, AS",11th Grade,13,13,30.16745805,497.7984178,Biology,Science,63.39592439,73.97693357,4,3,23,3295.59437,Basic,5.99,9,Yes,No,1,D
08dc724b-13e7-4373-8595-9a8937e92efd,165,Male,"Anthonytown, MN",9th Grade,12,13,22.51399751,426.3802411,Biology,Science,69.19699855,76.74218836,4,3,19,3130.31167,Basic,5.99,12,Yes,No,0,D
782ff6c5-0d97-40f4-b395-ef447c836322,163,Male,"Johnsonmouth, WI",7th Grade,8,12,21,499.9996819,Intro to Python,Programming,75.70051153,77.99216482,4,3,15,2851.928061,Free,0,1,Yes,No,0,D
97aad20f-b31f-4391-8412-303c71da189e,225,Female,"South Sharonchester, SD",12th Grade,13,13,19,471.7890412,Java Programming,Programming,67.43768261,69.03528406,4,4,19,2683.767326,Free,0,6,Yes,No,0,F
c563120a-9d22-4acd-bba1-be926d11b44b,182,Other,"Lake Markmouth, OR",10th Grade,9,8,15.4899682,327.2767575,Environmental Science,Science,69.09556484,78.29708386,4,3,14,2178.511935,Free,0,1,Yes,No,0,D
44e4bc8a-42fc-43b5-ab16-f01af8a77072,213,Male,"East Danieltown, ND",12th Grade,9,9,13.80744007,247.2076023,Data Structures,Programming,63.81411257,67.95520002,4,4,11,1835.87642,Basic,5.99,1,No,No,1,F
